Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
1091,Outreach,Seattle,Cascadia,Washington,USA,North America,70.0,2023-02-27,7.0,1000.0,930.0,Sales,Series G,489.0,2023,47.6038321,-122.330062
1092,Palantir,Denver,other,Colorado,USA,North America,75.0,2023-02-27,2.0,3750.0,3675.0,Data,Post-IPO,3000.0,2023,39.7392364,-104.984862
1093,Stytch,San Francisco,San Francisco Bay Area,California,USA,North America,19.0,2023-02-27,25.0,76.0,57.0,Security,Series B,126.0,2023,37.7792588,-122.4193286
1094,Eventbrite,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,2023-02-28,8.0,1000.0,920.0,Consumer,Post-IPO,557.0,2023,37.7792588,-122.4193286
1095,iFood,Sao Paulo,other,State of São Paulo,Brazil,South America,355.0,2023-03-01,6.0,5917.0,5562.0,Food,Subsidiary,2100.0,2023,-23.5506507,-46.6333824
1096,PayFit,Paris,other,non,France,Europe,200.0,2023-03-01,20.0,1000.0,800.0,HR,Series E,495.0,2023,48.8588897,2.320041022
1097,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2023-03-01,14.0,714.0,614.0,Travel,Post-IPO,839.0,2023,37.7792588,-122.4193286
1098,Thoughtworks,Chicago,other,Illinois,USA,North America,500.0,2023-03-01,4.0,12500.0,12000.0,Other,Post-IPO,748.0,2023,41.8755616,-87.6244212
1099,Waymo,Mountain View,San Francisco Bay Area,California,USA,North America,209.0,2023-03-01,8.0,2613.0,2404.0,Transportation,Subsidiary,5500.0,2023,37.3893889,-122.0832101
1100,CNET,San Francisco,San Francisco Bay Area,California,USA,North America,12.0,2023-03-02,10.0,120.0,108.0,Media,Acquired,20.0,2023,37.7792588,-122.4193286
1101,Fittr,Pune,other,Maharashtra,India,Asia,30.0,2023-03-02,11.0,273.0,243.0,Fitness,Series A,13.0,2023,18.521428,73.8544541
1102,Zscaler,San Jose,San Francisco Bay Area,California,USA,North America,177.0,2023-03-02,3.0,5900.0,5723.0,Security,Post-IPO,148.0,2023,37.3361663,-121.890591
1103,Embark Trucks,San Francisco,San Francisco Bay Area,California,USA,North America,230.0,2023-03-03,70.0,329.0,99.0,Transportation,Post-IPO,317.0,2023,37.7792588,-122.4193286
1104,Loft,Sao Paulo,other,State of São Paulo,Brazil,South America,340.0,2023-03-03,15.0,2267.0,1927.0,Real Estate,Unknown,788.0,2023,-23.5506507,-46.6333824
1105,Atlassian,Sydney,other,New South Wales,Australia,Oceana,500.0,2023-03-06,5.0,10000.0,9500.0,Other,Post-IPO,210.0,2023,-33.8698439,151.2082848
1106,SiriusXM,New York City,other,New York,USA,North America,475.0,2023-03-06,8.0,5938.0,5463.0,Media,Post-IPO,525.0,2023,40.7127281,-74.0060152
1107,Pristyn Care,Gurugram,other,Haryana,India,Asia,300.0,2023-03-07,15.0,2000.0,1700.0,Healthcare,Series E,177.0,2023,28.4646148,77.0299194
1108,Zwift,Los Angeles,other,California,USA,North America,80.0,2023-03-07,15.0,533.0,453.0,Fitness,Series C,619.0,2023,34.0536909,-118.242766
1109,Wattpad,Toronto,other,Ontario,Canada,North America,42.0,2023-03-08,15.0,280.0,238.0,Media,Acquired,117.0,2023,43.6534817,-79.3839347
1110,Gopuff,Philadelphia,other,Pennsylvania,USA,North America,100.0,2023-03-09,2.0,5000.0,4900.0,Food,Series H,3400.0,2023,39.9527237,-75.1635262
1111,Xero,Wellington,other,non,New Zealand,Oceana,800.0,2023-03-09,15.0,5333.0,4533.0,Finance,Post-IPO,681.0,2023,-41.2887953,174.7772114
1112,Anchorage Digital,San Francisco,San Francisco Bay Area,California,USA,North America,75.0,2023-03-14,20.0,375.0,300.0,Crypto,Series D,487.0,2023,37.7792588,-122.4193286
1113,Avidbots,Kitchener,other,Ontario,Canada,North America,50.0,2023-03-14,14.0,357.0,307.0,Hardware,Series C,106.0,2023,43.451291,-80.4927815
1114,Fetch,Madison,other,Wisconsin,USA,North America,100.0,2023-03-14,10.0,1000.0,900.0,Retail,Series E,581.0,2023,43.074761,-89.3837613
1115,Kaleidoscope,Minneapolis,other,Minnesota,USA,North America,15.0,2023-03-14,30.0,50.0,35.0,Finance,Series A,16.0,2023,44.9772995,-93.2654692
1116,Meta,Menlo Park,San Francisco Bay Area,California,USA,North America,10000.0,2023-03-14,13.6,73615.0,63615.0,Consumer,Post-IPO,26000.0,2023,37.4519671,-122.177992
1117,Boxed,New York City,other,New York,USA,North America,32.0,2023-03-15,25.0,128.0,96.0,Retail,Post-IPO,365.0,2023,40.7127281,-74.0060152
1118,Dukaan,Bengaluru,other,Karnataka,India,Asia,56.0,2023-03-15,30.0,187.0,131.0,Retail,Series A,17.0,2023,12.98815675,77.62260004
1119,TradeWindow,Auckland,other,non,New Zealand,Oceana,25.0,2023-03-15,30.0,83.0,58.0,Finance,Series B,24.0,2023,-36.852095,174.7631803
1120,Course Hero,Redwood City,San Francisco Bay Area,California,USA,North America,42.0,2023-03-16,15.0,280.0,238.0,Education,Series C,477.0,2023,37.4863239,-122.232523
1121,Freshworks,San Mateo,San Francisco Bay Area,California,USA,North America,114.0,2023-03-16,2.0,5700.0,5586.0,Support,Post-IPO,484.0,2023,37.496904,-122.3330573
1122,Leafly,Seattle,Cascadia,Washington,USA,North America,40.0,2023-03-16,21.0,190.0,150.0,Retail,Post-IPO,71.0,2023,47.6038321,-122.330062
1123,Livspace,Bengaluru,other,Karnataka,India,Asia,100.0,2023-03-17,2.0,5000.0,4900.0,Retail,Series F,431.0,2023,12.98815675,77.62260004
1124,Symend,Calgary,other,Alberta,Canada,North America,50.0,2023-03-17,25.0,200.0,150.0,Other,Series C,148.0,2023,51.0456064,-114.057541
1125,Amazon,Seattle,Cascadia,Washington,USA,North America,9000.0,2023-03-20,2.3,392000.0,383000.0,Retail,Post-IPO,108.0,2023,47.6038321,-122.330062
1126,FreshBooks,Toronto,other,Ontario,Canada,North America,80.0,2023-03-21,10.0,800.0,720.0,Finance,Unknown,331.0,2023,43.6534817,-79.3839347
1127,Smallcase,Bengaluru,other,Karnataka,India,Asia,15.0,2023-03-21,4.0,375.0,360.0,Finance,Series C,62.0,2023,12.98815675,77.62260004
1128,Workhuman,Dublin,other,non,Ireland,Europe,130.0,2023-03-21,10.0,1300.0,1170.0,HR,Unknown,131.0,2023,53.3493795,-6.2605593
1129,Glassdoor,San Francisco,San Francisco Bay Area,California,USA,North America,140.0,2023-03-22,15.0,933.0,793.0,HR,Acquired,204.0,2023,37.7792588,-122.4193286
1130,Indeed,Austin,other,Texas,USA,North America,2200.0,2023-03-22,15.0,14667.0,12467.0,HR,Acquired,5.0,2023,30.2711286,-97.7436995
1131,Wejo,Chester,other,England,UK,Europe,40.0,2023-03-22,16.0,250.0,210.0,Transportation,Post-IPO,376.0,2023,53.1908873,-2.8908955
1132,Slite,Paris,other,non,France,Europe,10.0,2023-03-23,25.0,40.0,30.0,Other,Series A,15.0,2023,48.8588897,2.320041022
1133,AEye,San Francisco,San Francisco Bay Area,California,USA,North America,46.0,2023-03-28,33.0,139.0,93.0,Transportation,Post-IPO,314.0,2023,37.7792588,-122.4193286
1134,Lucid Motors,Newark,San Francisco Bay Area,California,USA,North America,1300.0,2023-03-28,18.0,7222.0,5922.0,Transportation,Post-IPO,8300.0,2023,37.52966,-122.04024
1135,Electronic Arts,Redwood City,San Francisco Bay Area,California,USA,North America,780.0,2023-03-29,6.0,13000.0,12220.0,Consumer,Post-IPO,2.0,2023,37.4863239,-122.232523
1136,iCAD,Nashua,other,New Hampshire,USA,North America,23.0,2023-03-29,28.0,82.0,59.0,Healthcare,Post-IPO,59.0,2023,42.7656251,-71.4677032
1137,Crossbeam,Philadelphia,other,Pennsylvania,USA,North America,17.0,2023-03-30,15.0,113.0,96.0,Sales,Series C,116.0,2023,39.9527237,-75.1635262
1138,FanClash,Gurugram,other,Haryana,India,Asia,100.0,2023-03-30,75.0,133.0,33.0,Consumer,Series B,50.0,2023,28.4646148,77.0299194
1139,Loop,Austin,other,Texas,USA,North America,19.0,2023-03-30,25.0,76.0,57.0,Finance,Series A,24.0,2023,30.2711286,-97.7436995
1140,Roku,San Jose,San Francisco Bay Area,California,USA,North America,200.0,2023-03-30,6.0,3333.0,3133.0,Media,Post-IPO,208.0,2023,37.3361663,-121.890591
1141,Domestika,Madrid,other,Community of Madrid,Spain,Europe,89.0,2023-03-31,45.0,198.0,109.0,Education,Series D,130.0,2023,40.4167047,-3.7035825
1142,Guideline,Burlingame,San Francisco Bay Area,California,USA,North America,48.0,2023-04-03,11.0,436.0,388.0,Finance,Series E,339.0,2023,37.5780965,-122.3473099
1143,Textio,Seattle,Cascadia,Washington,USA,North America,15.0,2023-04-03,12.0,125.0,110.0,HR,Unknown,42.0,2023,47.6038321,-122.330062
1144,View,Mountain View,San Francisco Bay Area,California,USA,North America,170.0,2023-04-03,23.0,739.0,569.0,Other,Post-IPO,2300.0,2023,37.3893889,-122.0832101
1145,Boost,New York City,other,New York,USA,North America,15.0,2023-04-04,20.0,75.0,60.0,Finance,Series B,37.0,2023,40.7127281,-74.0060152
1146,Amplitude,Milpitas,San Francisco Bay Area,California,USA,North America,99.0,2023-04-05,13.0,762.0,663.0,Data,Post-IPO,311.0,2023,37.4332273,-121.8989248
1147,Dunzo,Bengaluru,other,Karnataka,India,Asia,300.0,2023-04-05,30.0,1000.0,700.0,Food,Unknown,382.0,2023,12.98815675,77.62260004
1148,Talent.com,Montreal,other,Quebec,Canada,North America,86.0,2023-04-05,18.0,478.0,392.0,HR,Series B,150.0,2023,45.5031824,-73.5698065
1149,Pear Therapeutics,Boston,other,Massachusetts,USA,North America,170.0,2023-04-07,92.0,185.0,15.0,Healthcare,Post-IPO,409.0,2023,42.3554334,-71.060511
1150,ZestMoney,Bengaluru,other,Karnataka,India,Asia,100.0,2023-04-07,20.0,500.0,400.0,Finance,Series C,120.0,2023,12.98815675,77.62260004
1151,Simpl,Bengaluru,other,Karnataka,India,Asia,150.0,2023-04-09,25.0,600.0,450.0,Finance,Series B,71.0,2023,12.98815675,77.62260004
1152,Flock Freight,San Diego,other,California,USA,North America,45.0,2023-04-10,8.0,563.0,518.0,Logistics,Series D,399.0,2023,32.7174202,-117.162772
1153,Nori,Seattle,Cascadia,Washington,USA,North America,10.0,2023-04-10,37.0,27.0,17.0,Energy,Unknown,13.0,2023,47.6038321,-122.330062
1154,Examedi,Santiago,other,non,Chile,South America,45.0,2023-04-11,25.0,180.0,135.0,Healthcare,Unknown,19.0,2023,-33.4377756,-70.6504502
1155,Milkrun,Sydney,other,New South Wales,Australia,Oceana,400.0,2023-04-11,100.0,400.0,0.0,Food,Series A,86.0,2023,-33.8698439,151.2082848
1156,Permutive,London,other,England,UK,Europe,80.0,2023-04-11,40.0,200.0,120.0,Marketing,Series C,105.0,2023,51.4893335,-0.144055085
1157,Redfin,Seattle,Cascadia,Washington,USA,North America,201.0,2023-04-11,4.0,5025.0,4824.0,Real Estate,Post-IPO,320.0,2023,47.6038321,-122.330062
1158,Viasat,San Diego,other,California,USA,North America,300.0,2023-04-12,4.0,7500.0,7200.0,Other,Post-IPO,366.0,2023,32.7174202,-117.162772
1159,Astronomer,Cincinnati,other,Ohio,USA,North America,100.0,2023-04-13,40.0,250.0,150.0,Data,Series C,282.0,2023,39.1014537,-84.5124602
1160,Community Gaming,New York City,other,New York,USA,North America,17.0,2023-04-14,17.0,100.0,83.0,Crypto,Series A,18.0,2023,40.7127281,-74.0060152
1161,Drip Capital,Palo Alto,San Francisco Bay Area,California,USA,North America,75.0,2023-04-14,20.0,375.0,300.0,Finance,Series C,85.0,2023,37.4443293,-122.1598465
1162,Clearcover,Chicago,other,Illinois,USA,North America,81.0,2023-04-17,15.0,540.0,459.0,Finance,Series D,304.0,2023,41.8755616,-87.6244212
1163,Paper,Montreal,other,Quebec,Canada,North America,81.0,2023-04-17,3.0,2700.0,2619.0,Education,Series D,389.0,2023,45.5031824,-73.5698065
1164,Ynsect,Paris,other,non,France,Europe,17.0,2023-04-17,25.0,68.0,51.0,Food,Series D,579.0,2023,48.8588897,2.320041022
1165,Culture Amp,Melbourne,other,Victoria,Australia,Oceana,90.0,2023-04-18,9.0,1000.0,910.0,HR,Series F,257.0,2023,-37.8142454,144.9631732
1166,Opendoor,San Francisco,San Francisco Bay Area,California,USA,North America,560.0,2023-04-18,22.0,2545.0,1985.0,Real Estate,Post-IPO,1900.0,2023,37.7792588,-122.4193286
1167,TRM Labs,San Francisco,San Francisco Bay Area,California,USA,North America,16.0,2023-04-18,9.0,178.0,162.0,Crypto,Series B,149.0,2023,37.7792588,-122.4193286
1168,WalkMe,San Francisco,San Francisco Bay Area,California,USA,North America,112.0,2023-04-19,10.0,1120.0,1008.0,Other,Post-IPO,307.0,2023,37.7792588,-122.4193286
1169,BuzzFeed,New York City,other,New York,USA,North America,180.0,2023-04-20,15.0,1200.0,1020.0,Media,Post-IPO,696.0,2023,40.7127281,-74.0060152
1170,Gloat,New York City,other,New York,USA,North America,35.0,2023-04-20,12.0,292.0,257.0,HR,Series D,192.0,2023,40.7127281,-74.0060152
1171,Koo,Bengaluru,other,Karnataka,India,Asia,78.0,2023-04-20,30.0,260.0,182.0,Consumer,Series B,50.0,2023,12.98815675,77.62260004
1172,Benchling,San Francisco,San Francisco Bay Area,California,USA,North America,74.0,2023-04-21,9.0,822.0,748.0,Other,Series F,411.0,2023,37.7792588,-122.4193286
1173,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,1072.0,2023-04-21,26.0,4123.0,3051.0,Transportation,Post-IPO,4900.0,2023,37.7792588,-122.4193286
1174,BigPanda,Redwood City,San Francisco Bay Area,California,USA,North America,40.0,2023-04-24,13.0,308.0,268.0,Infrastructure,Series E,337.0,2023,37.4863239,-122.232523
1175,Flink,Berlin,other,Berlin,Germany,Europe,8000.0,2023-04-24,40.0,20000.0,12000.0,Food,Series B,1000.0,2023,52.5170365,13.3888599
1176,Rapid,San Francisco,San Francisco Bay Area,California,USA,North America,115.0,2023-04-25,50.0,230.0,115.0,Finance,Series D,272.0,2023,37.7792588,-122.4193286
1177,Rapid,San Francisco,San Francisco Bay Area,California,USA,North America,70.0,2023-04-25,30.0,233.0,163.0,Finance,Series D,272.0,2023,37.7792588,-122.4193286
1178,Teampay,New York City,other,New York,USA,North America,30.0,2023-04-26,33.0,91.0,61.0,Finance,Series B,79.0,2023,40.7127281,-74.0060152
1179,Airtasker,Sydney,other,New South Wales,Australia,Oceana,45.0,2023-04-27,20.0,225.0,180.0,Retail,Series C,26.0,2023,-33.8698439,151.2082848
1180,Alteryx,Los Angeles,other,California,USA,North America,320.0,2023-04-27,11.0,2909.0,2589.0,Data,Post-IPO,613.0,2023,34.0536909,-118.242766
1181,Chief,New York City,other,New York,USA,North America,43.0,2023-04-27,14.0,307.0,264.0,Other,Series B,140.0,2023,40.7127281,-74.0060152
1182,Dropbox,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2023-04-27,16.0,3125.0,2625.0,Other,Post-IPO,1700.0,2023,37.7792588,-122.4193286
1183,Greenhouse,New York City,other,New York,USA,North America,100.0,2023-04-27,12.0,833.0,733.0,HR,Private Equity,110.0,2023,40.7127281,-74.0060152
1184,Megaport,Brisbane,other,Queensland,Australia,Oceana,50.0,2023-04-27,16.0,313.0,263.0,Infrastructure,Post-IPO,98.0,2023,-27.4689682,153.0234991
1185,Tickertape,Bengaluru,other,Karnataka,India,Asia,29.0,2023-04-27,29.0,100.0,71.0,Finance,Seed,5.0,2023,12.98815675,77.62260004
1186,Vroom,New York City,other,New York,USA,North America,120.0,2023-04-27,11.0,1091.0,971.0,Transportation,Post-IPO,1300.0,2023,40.7127281,-74.0060152
1187,Cue Health,San Diego,other,California,USA,North America,326.0,2023-04-28,30.0,1087.0,761.0,Healthcare,Post-IPO,899.0,2023,32.7174202,-117.162772
1188,N26,Berlin,other,Berlin,Germany,Europe,71.0,2023-04-28,4.0,1775.0,1704.0,Finance,Series E,1700.0,2023,52.5170365,13.3888599
1189,Bishop Fox,Phoenix,other,Arizona,USA,North America,50.0,2023-05-02,13.0,385.0,335.0,Security,Series B,146.0,2023,33.4484367,-112.074141
1190,Zoomo,Sydney,other,New South Wales,Australia,Oceana,27.0,2023-05-02,8.0,338.0,311.0,Transportation,Series B,105.0,2023,-33.8698439,151.2082848
1191,Brightcove,Boston,other,Massachusetts,USA,North America,70.0,2023-05-03,10.0,700.0,630.0,Marketing,Post-IPO,145.0,2023,42.3554334,-71.060511
1192,Healthy.io,Tel Aviv,other,non,Israel,Asia,70.0,2023-05-03,33.0,212.0,142.0,Healthcare,Series D,185.0,2023,32.0852997,34.7818064
1193,TheSkimm,New York City,other,New York,USA,North America,22.0,2023-05-03,13.0,169.0,147.0,Media,Series C,28.0,2023,40.7127281,-74.0060152
1194,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,600.0,2023-05-03,8.0,7500.0,6900.0,Other,Post-IPO,1300.0,2023,37.7792588,-122.4193286
1195,Upwork,San Francisco,San Francisco Bay Area,California,USA,North America,137.0,2023-05-03,15.0,913.0,776.0,Other,Post-IPO,168.0,2023,37.7792588,-122.4193286
1196,Autograph,Los Angeles,other,California,USA,North America,30.0,2023-05-04,33.0,91.0,61.0,Crypto,Series B,205.0,2023,34.0536909,-118.242766
1197,Earnix,Tel Aviv,other,non,Israel,Asia,30.0,2023-05-04,10.0,300.0,270.0,Finance,Unknown,100.0,2023,32.0852997,34.7818064
1198,Karma,Tel Aviv,other,non,Israel,Asia,20.0,2023-05-04,28.0,71.0,51.0,Retail,Series A,34.0,2023,32.0852997,34.7818064
1199,Sabre,Dallas,other,Texas,USA,North America,1100.0,2023-05-04,15.0,7333.0,6233.0,Travel,Post-IPO,,2023,32.7762719,-96.7968559
1200,Shopify,Ottawa,other,Ontario,Canada,North America,2300.0,2023-05-04,20.0,11500.0,9200.0,Retail,Post-IPO,122.0,2023,45.4208777,-75.6901106
1201,Meesho,Bengaluru,other,Karnataka,India,Asia,251.0,2023-05-05,15.0,1673.0,1422.0,Retail,Series F,1100.0,2023,12.98815675,77.62260004
1202,Twist Bioscience,San Francisco,San Francisco Bay Area,California,USA,North America,270.0,2023-05-05,25.0,1080.0,810.0,Healthcare,Post-IPO,503.0,2023,37.7792588,-122.4193286
1203,LinkedIn,Sunnyvale,San Francisco Bay Area,California,USA,North America,716.0,2023-05-08,4.0,17900.0,17184.0,HR,Acquired,154.0,2023,37.3688301,-122.036349
1204,Akamai,Boston,other,Massachusetts,USA,North America,290.0,2023-05-09,3.0,9667.0,9377.0,Security,Post-IPO,35.0,2023,42.3554334,-71.060511
1205,AudioCodes,Tel Aviv,other,non,Israel,Asia,80.0,2023-05-09,6.0,1333.0,1253.0,Other,Post-IPO,91.0,2023,32.0852997,34.7818064
1206,Sonatype,Baltimore,other,Maryland,USA,North America,100.0,2023-05-09,14.0,714.0,614.0,Security,Acquired,154.0,2023,39.2908816,-76.610759
1207,Redbubble,Melbourne,other,Victoria,Australia,Oceana,70.0,2023-05-10,23.0,304.0,234.0,Retail,Post-IPO,55.0,2023,-37.8142454,144.9631732
1208,Similarweb,New York City,other,New York,USA,North America,60.0,2023-05-10,6.0,1000.0,940.0,Other,Post-IPO,235.0,2023,40.7127281,-74.0060152
1209,Stack Overflow,New York City,other,New York,USA,North America,58.0,2023-05-10,10.0,580.0,522.0,HR,Acquired,153.0,2023,40.7127281,-74.0060152
1210,Cornershop,Santiago,other,non,Chile,South America,250.0,2023-05-11,11.0,2273.0,2023.0,Food,Acquired,31.0,2023,-33.4377756,-70.6504502
1211,Happay,Bengaluru,other,Karnataka,India,Asia,160.0,2023-05-12,35.0,457.0,297.0,Finance,Acquired,21.0,2023,12.98815675,77.62260004
1212,Nuro,Mountain View,San Francisco Bay Area,California,USA,North America,340.0,2023-05-12,30.0,1133.0,793.0,Transportation,Series D,2100.0,2023,37.3893889,-122.0832101
1213,Lemonade,New York City,other,New York,USA,North America,45.0,2023-05-16,3.0,1500.0,1455.0,Finance,Post-IPO,481.0,2023,40.7127281,-74.0060152
1214,Zepz,London,other,England,UK,Europe,420.0,2023-05-16,26.0,1615.0,1195.0,Finance,Series E,700.0,2023,51.4893335,-0.144055085
1215,Stash,New York City,other,New York,USA,North America,40.0,2023-05-17,10.0,400.0,360.0,Finance,Unknown,480.0,2023,40.7127281,-74.0060152
1216,Pie Insurance,Washington DC,other,District of Columbia,USA,North America,63.0,2023-05-18,14.0,450.0,387.0,Finance,Series D,621.0,2023,38.8950368,-77.0365427
1217,Flink,Berlin,other,Berlin,Germany,Europe,100.0,2023-05-24,16.0,625.0,525.0,Food,Series B,1000.0,2023,52.5170365,13.3888599
1218,Guild,Denver,other,Colorado,USA,North America,172.0,2023-05-24,12.0,1433.0,1261.0,Education,Series F,643.0,2023,39.7392364,-104.984862
1219,Western Digital,Kfar Saba,other,non,Israel,Asia,60.0,2023-05-24,7.0,857.0,797.0,Hardware,Post-IPO,900.0,2023,32.18023485,34.9180542
1220,Airmeet,Bengaluru,other,Karnataka,India,Asia,75.0,2023-05-25,30.0,250.0,175.0,Marketing,Series B,50.0,2023,12.98815675,77.62260004
1221,Project44,Chicago,other,Illinois,USA,North America,130.0,2023-05-26,10.0,1300.0,1170.0,Logistics,Unknown,817.0,2023,41.8755616,-87.6244212
1222,Evolve,Denver,other,Colorado,USA,North America,164.0,2023-05-29,14.0,1171.0,1007.0,Travel,Series F,224.0,2023,39.7392364,-104.984862
1223,Taxfix,Berlin,other,Berlin,Germany,Europe,120.0,2023-05-30,20.0,600.0,480.0,Finance,Series D,330.0,2023,52.5170365,13.3888599
1224,Away,New York City,other,New York,USA,North America,22.0,2023-05-31,8.0,275.0,253.0,Retail,Series D,181.0,2023,40.7127281,-74.0060152
1225,Mux,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2023-05-31,30.0,133.0,93.0,Infrastructure,Series D,173.0,2023,37.7792588,-122.4193286
1226,Vendr,Boston,other,Massachusetts,USA,North America,100.0,2023-05-31,25.0,400.0,300.0,Other,Series B,216.0,2023,42.3554334,-71.060511
1227,Zendesk,San Francisco,San Francisco Bay Area,California,USA,North America,320.0,2023-05-31,8.0,4000.0,3680.0,Support,Acquired,85.0,2023,37.7792588,-122.4193286
1228,ZipRecruiter,Los Angeles,other,California,USA,North America,270.0,2023-05-31,20.0,1350.0,1080.0,HR,Post-IPO,769.0,2023,34.0536909,-118.242766
